CloneID	dbEST_ID	GenBank_Accn	CloneName
NA462	20190875	CF811430	hypothetical protein
NA462	20190875	CF811430	hypothetical protein
NA463	20190876	CF811431	unknown protein
NA463	20190876	CF811431	unknown protein
NA463	20190876	CF811431	unknown protein
NA464	20190877	CF811432	auxin-repressed protein 
NA464	20190877	CF811432	auxin-repressed protein 
NA464	20190877	CF811432	auxin-repressed protein 
NA465	20190878	CF811433	No significant similarity found
NA465	20190878	CF811433	No significant similarity found
NA465	20190878	CF811433	No significant similarity found
NA466	20190879	CF811434	leucine rich repeat protein
NA466	20190879	CF811434	leucine rich repeat protein
NA466	20190879	CF811434	leucine rich repeat protein
NA467	20190880	CF811435	low scores
NA467	20190880	CF811435	low scores
NA467	20190880	CF811435	low scores
NA468	20190881	CF811436	low scores
NA468	20190881	CF811436	low scores
NA468	20190881	CF811436	low scores
NA469	20190882	CF811437	probable 1-acyl-sn-glycerol-3-phosphate acyltransferase 
NA469	20190882	CF811437	probable 1-acyl-sn-glycerol-3-phosphate acyltransferase 
NA469	20190882	CF811437	probable 1-acyl-sn-glycerol-3-phosphate acyltransferase 
NA47	20190883	CF811438	polyphosphoinositide binding protein Ssh2 
NA47	20190883	CF811438	polyphosphoinositide binding protein Ssh2 
NA47	20190883	CF811438	polyphosphoinositide binding protein Ssh2 
NA470	20190884	CF811439	putative nonsense-mediated mRNA decay protein
NA470	20190884	CF811439	putative nonsense-mediated mRNA decay protein
NA470	20190884	CF811439	putative nonsense-mediated mRNA decay protein
NA471	20190885	CF811440	low scores
NA471	20190885	CF811440	low scores
NA471	20190885	CF811440	low scores
NA472	20190886	CF811441	heat shock protein-like protein
NA472	20190886	CF811441	heat shock protein-like protein
NA472	20190886	CF811441	heat shock protein-like protein
NA474	20190887	CF811442	low scores
NA474	20190887	CF811442	low scores
NA474	20190887	CF811442	low scores
NA475	20190888	CF811443	glucosyltransferase NTGT2 
NA475	20190888	CF811443	glucosyltransferase NTGT2 
NA475	20190888	CF811443	glucosyltransferase NTGT2 
NA476	20190889	CF811444	DnaJ protein
NA476	20190889	CF811444	DnaJ protein
NA476	20190889	CF811444	DnaJ protein
NA478	20190891	CF811446	EST AU065085 (Predicitied gene)
NA478	20190891	CF811446	EST AU065085 (Predicitied gene)
NA478	20190891	CF811446	EST AU065085 (Predicitied gene)
NA48	20190892	CF811447	importin alpha 1 
NA48	20190892	CF811447	importin alpha 1 
NA48	20190892	CF811447	importin alpha 1 
NA480	20190893	CF811448	Uncharacterised protein family
NA480	20190893	CF811448	Uncharacterised protein family
NA480	20190893	CF811448	Uncharacterised protein family
NA481	25202177	CV091389	starch synthase 
NA481	25202177	CV091389	starch synthase 
NA481	25202177	CV091389	starch synthase 
NA483	25202178	CV091390	contains similarity to nuclear protein
NA483	25202178	CV091390	contains similarity to nuclear protein
NA483	25202178	CV091390	contains similarity to nuclear protein
NA484	25202179	CV091391	endonuclease I
NA484	25202179	CV091391	endonuclease I
NA485	25202180	CV091392	unknown protein 
NA485	25202180	CV091392	unknown protein 
NA485	25202180	CV091392	unknown protein 
NA486	25202181	CV091393	unknown
NA486	25202181	CV091393	unknown
NA486	25202181	CV091393	unknown
NA487	25202182	CV091394	hypothetical protein F26P21.120 
NA487	25202182	CV091394	hypothetical protein F26P21.120 
NA487	25202182	CV091394	hypothetical protein F26P21.120 
NA488	25202183	CV091395	phytochrome A signal transduction 1 protein 
NA488	25202183	CV091395	phytochrome A signal transduction 1 protein 
NA488	25202183	CV091395	phytochrome A signal transduction 1 protein 
NA490	25202184	CV091396	tuber-specific and sucrose-responsive element binding factor 
NA490	25202184	CV091396	tuber-specific and sucrose-responsive element binding factor 
NA490	25202184	CV091396	tuber-specific and sucrose-responsive element binding factor 
NA491	25202185	CV091397	heat shock protein, 70K, chloroplast 
NA491	25202185	CV091397	heat shock protein, 70K, chloroplast 
NA491	25202185	CV091397	heat shock protein, 70K, chloroplast 
NA492	25202186	CV091398	phosphoenolpyruvate carboxylase kinase
NA492	25202186	CV091398	phosphoenolpyruvate carboxylase kinase
NA492	25202186	CV091398	phosphoenolpyruvate carboxylase kinase
NA493	25202187	CV091399	proteinase inhibitor 
NA493	25202187	CV091399	proteinase inhibitor 
NA493	25202187	CV091399	proteinase inhibitor 
NA494	25202188	CV091400	60S RIBOSOMAL PROTEIN L23A
NA494	25202188	CV091400	60S RIBOSOMAL PROTEIN L23A
NA494	25202188	CV091400	60S RIBOSOMAL PROTEIN L23A
NA495	25202189	CV091401	DEHYDRATION-RESPONSIVE PROTEIN RD22 PRECURSOR
NA495	25202189	CV091401	DEHYDRATION-RESPONSIVE PROTEIN RD22 PRECURSOR
NA495	25202189	CV091401	DEHYDRATION-RESPONSIVE PROTEIN RD22 PRECURSOR
NA496	25202190	CV091402	vasa homolog 
NA496	25202190	CV091402	vasa homolog 
NA496	25202190	CV091402	vasa homolog 
NA497	25202191	CV091403	hypothetical protein T22P22.70 
NA497	25202191	CV091403	hypothetical protein T22P22.70 
NA497	25202191	CV091403	hypothetical protein T22P22.70 
NA498	25202192	CV091404	auxin-induced basic helix-loop-helix transcription factor, putative
NA498	25202192	CV091404	auxin-induced basic helix-loop-helix transcription factor, putative
NA498	25202192	CV091404	auxin-induced basic helix-loop-helix transcription factor, putative
NA499	25202193	CV091405	No similarity found
NA499	25202193	CV091405	No similarity found
NA499	25202193	CV091405	No similarity found
NA50	20190895	CF811450	methionine S-methyltransferase 
NA50	20190895	CF811450	methionine S-methyltransferase 
NA50	20190895	CF811450	methionine S-methyltransferase 
NA500	25202194	CV091406	F2E2.13 
NA500	25202194	CV091406	F2E2.13 
NA500	25202194	CV091406	F2E2.13 
NA501	25202195	CV091407	serine-rich protein 
NA501	25202195	CV091407	serine-rich protein 
NA501	25202195	CV091407	serine-rich protein 
NA502	25202196	CV091408	alpha-mannosidase 
NA502	25202196	CV091408	alpha-mannosidase 
NA502	25202196	CV091408	alpha-mannosidase 
NA503	25202197	CV091409	HEN4 [Arabidopsis thaliana]
NA503	25202197	CV091409	HEN4 [Arabidopsis thaliana]
NA503	25202197	CV091409	HEN4 [Arabidopsis thaliana]
NA504	25202198	CV091410	ribosomal protein L33 family protein [Arabidopsis thaliana]
NA504	25202198	CV091410	ribosomal protein L33 family protein [Arabidopsis thaliana]
NA504	25202198	CV091410	ribosomal protein L33 family protein [Arabidopsis thaliana]
NA506	25202199	CV091411	hypothetical protein F17O7.14 
NA506	25202199	CV091411	hypothetical protein F17O7.14 
NA506	25202199	CV091411	hypothetical protein F17O7.14 
NA507	25202200	CV091412	unknown protein; 66348-64527
NA507	25202200	CV091412	unknown protein; 66348-64527
NA507	25202200	CV091412	unknown protein; 66348-64527
NA508	25202201	CV091413	putative glucosyltransferase 
NA508	25202201	CV091413	putative glucosyltransferase 
NA508	25202201	CV091413	putative glucosyltransferase 
NA509	25202202	CV091414	F17L21.7
NA509	25202202	CV091414	F17L21.7
NA509	25202202	CV091414	F17L21.7
NA510	25202203	CV091415	T3P18.15 
NA510	25202203	CV091415	T3P18.15 
NA510	25202203	CV091415	T3P18.15 
NA512	25202204	CV091416	ubiquitin / ribosomal protein CEP52 
NA512	25202204	CV091416	ubiquitin / ribosomal protein CEP52 
NA512	25202204	CV091416	ubiquitin / ribosomal protein CEP52 
NA513	25202205	CV091417	ankyrin-like protein 
NA513	25202205	CV091417	ankyrin-like protein 
NA513	25202205	CV091417	ankyrin-like protein 
NA514	25202206	CV091418	plant adhesion molecule 1 (PAM1)
NA514	25202206	CV091418	plant adhesion molecule 1 (PAM1)
NA514	25202206	CV091418	plant adhesion molecule 1 (PAM1)
NA515	25202207	CV091419	hypothetical protein p85RF [imported]
NA515	25202207	CV091419	hypothetical protein p85RF [imported]
NA515	25202207	CV091419	hypothetical protein p85RF [imported]
NA516	25202208	CV091420	conserved hypothetical protein
NA516	25202208	CV091420	conserved hypothetical protein
NA516	25202208	CV091420	conserved hypothetical protein
NA517	25202209	CV091421	heat shock protein 70 
NA517	25202209	CV091421	heat shock protein 70 
NA517	25202209	CV091421	heat shock protein 70 
NA518	25202210	CV091422	hydroxyproline-rich glycoprotein precursor (clone Hyp4.1)
NA519	25202211	CV091423	acyl-[acyl-carrier-protein] desaturase (EC 1.14.99.6) precursor 
NA519	25202211	CV091423	acyl-[acyl-carrier-protein] desaturase (EC 1.14.99.6) precursor 
NA519	25202211	CV091423	acyl-[acyl-carrier-protein] desaturase (EC 1.14.99.6) precursor 
NA52	20190896	CF811451	Low scores
NA52	20190896	CF811451	Low scores
NA52	20190896	CF811451	Low scores
NA520	25202212	CV091424	gb|AAD55299.1~gene_id:MIE15.8~similar to unknown protein 
NA520	25202212	CV091424	gb|AAD55299.1~gene_id:MIE15.8~similar to unknown protein 
NA520	25202212	CV091424	gb|AAD55299.1~gene_id:MIE15.8~similar to unknown protein 
NA521	25202213	CV091425	NADH-cytochrome b5 reductase, putative [Arabidopsis thaliana]
NA521	25202213	CV091425	NADH-cytochrome b5 reductase, putative [Arabidopsis thaliana]
NA521	25202213	CV091425	NADH-cytochrome b5 reductase, putative [Arabidopsis thaliana]
NA522	25202214	CV091426	No similarity found
NA522	25202214	CV091426	No similarity found
NA522	25202214	CV091426	No similarity found
NA523	25202215	CV091427	fructokinase-like protein 
NA523	25202215	CV091427	fructokinase-like protein 
NA523	25202215	CV091427	fructokinase-like protein 
NA524	25202216	CV091428	hypothetical protein F6G3.180 
NA524	25202216	CV091428	hypothetical protein F6G3.180 
NA524	25202216	CV091428	hypothetical protein F6G3.180 
NA525	25202217	CV091429	GAMMA-THIONIN HOMOLOG PPT PRECURSOR
NA525	25202217	CV091429	GAMMA-THIONIN HOMOLOG PPT PRECURSOR
NA525	25202217	CV091429	GAMMA-THIONIN HOMOLOG PPT PRECURSOR
NA526	25202218	CV091430	hypothetical protein F13M22.7
NA526	25202218	CV091430	hypothetical protein F13M22.7
NA526	25202218	CV091430	hypothetical protein F13M22.7
NA527	25202219	CV091431	putative nucleic acid binding protein
NA527	25202219	CV091431	putative nucleic acid binding protein
NA527	25202219	CV091431	putative nucleic acid binding protein
NA528	25202220	CV091432	strong similarity to unknown protein 
NA528	25202220	CV091432	strong similarity to unknown protein 
NA528	25202220	CV091432	strong similarity to unknown protein 
NA529	25202221	CV091433	gb|AAC95187.1~gene_id:K18B18.1~similar to unknown protein 
NA529	25202221	CV091433	gb|AAC95187.1~gene_id:K18B18.1~similar to unknown protein 
NA529	25202221	CV091433	gb|AAC95187.1~gene_id:K18B18.1~similar to unknown protein 
NA530	25202222	CV091434	major latex protein homolog 
NA530	25202222	CV091434	major latex protein homolog 
NA530	25202222	CV091434	major latex protein homolog 
NA531	25202223	CV091435	Pyridine nucleotide-disulphide oxidoreductase class-I
NA531	25202223	CV091435	Pyridine nucleotide-disulphide oxidoreductase class-I
NA531	25202223	CV091435	Pyridine nucleotide-disulphide oxidoreductase class-I
NA532	25202224	CV091436	similar to yeast dcp1 
NA532	25202224	CV091436	similar to yeast dcp1 
NA532	25202224	CV091436	similar to yeast dcp1 
NA533	25202225	CV091437	dehydrin 1 
NA533	25202225	CV091437	dehydrin 1 
NA533	25202225	CV091437	dehydrin 1 
NA534	25202226	CV091438	putative aquaporin PIP1-2 [Vitis berlandieri x Vitis rupestris]
NA534	25202226	CV091438	putative aquaporin PIP1-2 [Vitis berlandieri x Vitis rupestris]
NA534	25202226	CV091438	putative aquaporin PIP1-2 [Vitis berlandieri x Vitis rupestris]
NA535	25202227	CV091439	UVB-resistance protein-like 
NA535	25202227	CV091439	UVB-resistance protein-like 
NA535	25202227	CV091439	UVB-resistance protein-like 
NA537	Not submitted	Not submitted	plastid RNA polymerase sigma-subunit [Arabidopsis thaliana]
NA537	Not submitted	Not submitted	plastid RNA polymerase sigma-subunit [Arabidopsis thaliana]
NA537	Not submitted	Not submitted	plastid RNA polymerase sigma-subunit [Arabidopsis thaliana]
NA538	25202229	CV091441	F5O11.7
NA538	25202229	CV091441	F5O11.7
NA538	25202229	CV091441	F5O11.7
NA539	25202230	CV091442	RAD23 protein 
NA539	25202230	CV091442	RAD23 protein 
NA539	25202230	CV091442	RAD23 protein 
NA54	20190898	CF811453	Low scores
NA54	20190898	CF811453	Low scores
NA54	20190898	CF811453	Low scores
NA540	25202231	CV091443	monooxygenase (EC 1.-.-.-) 2
NA540	25202231	CV091443	monooxygenase (EC 1.-.-.-) 2
NA540	25202231	CV091443	monooxygenase (EC 1.-.-.-) 2
NA541	25202232	CV091444	putative senescence-associated protein [Oryza sativa (japonica
NA541	25202232	CV091444	putative senescence-associated protein [Oryza sativa (japonica
NA541	25202232	CV091444	putative senescence-associated protein [Oryza sativa (japonica
NA542	25202233	CV091445	gene_id:MWD22.12~pir||T00623~similar to unknown protein 
NA542	25202233	CV091445	gene_id:MWD22.12~pir||T00623~similar to unknown protein 
NA542	25202233	CV091445	gene_id:MWD22.12~pir||T00623~similar to unknown protein 
NA543	25202234	CV091446	60S ribosomal protein L11B 
NA543	25202234	CV091446	60S ribosomal protein L11B 
NA543	25202234	CV091446	60S ribosomal protein L11B 
NA544	25202235	CV091447	putative proteins 
NA544	25202235	CV091447	putative proteins 
NA544	25202235	CV091447	putative proteins 
NA545	25202236	CV091448	anthranilate phosphoribosyltransferase-like protein 
NA545	25202236	CV091448	anthranilate phosphoribosyltransferase-like protein 
NA545	25202236	CV091448	anthranilate phosphoribosyltransferase-like protein 
NA546	25202237	CV091449	hypothetical protein F7J8.200 
NA546	25202237	CV091449	hypothetical protein F7J8.200 
NA546	25202237	CV091449	hypothetical protein F7J8.200 
NA547	25202238	CV091450	hypothetical 10.0K protein 
NA547	25202238	CV091450	hypothetical 10.0K protein 
NA547	25202238	CV091450	hypothetical 10.0K protein 
NA548	25202239	CV091451	B' regulatory subunit of PP2A
NA548	25202239	CV091451	B' regulatory subunit of PP2A
NA548	25202239	CV091451	B' regulatory subunit of PP2A
NA549	25202240	CV091452	unknown protein
NA549	25202240	CV091452	unknown protein
NA549	25202240	CV091452	unknown protein
NA55	20190899	CF811454	putative protein
NA55	20190899	CF811454	putative protein
NA55	20190899	CF811454	putative protein
NA550	25202241	CV091453	No similarity found
NA550	25202241	CV091453	No similarity found
NA550	25202241	CV091453	No similarity found
NA551	25202242	CV091454	T6D22.12
NA551	25202242	CV091454	T6D22.12
NA551	25202242	CV091454	T6D22.12
NA552	25202243	CV091455	probable PRL1 associated protein [imported]
NA552	25202243	CV091455	probable PRL1 associated protein [imported]
NA552	25202243	CV091455	probable PRL1 associated protein [imported]
NA554	25202244	CV091456	putative ubiquitin activating enzyme
NA554	25202244	CV091456	putative ubiquitin activating enzyme
NA554	25202244	CV091456	putative ubiquitin activating enzyme
NA555	25202245	CV091457	ribosome-sedimenting protein
NA555	25202245	CV091457	ribosome-sedimenting protein
NA555	25202245	CV091457	ribosome-sedimenting protein
NA556	25202246	CV091458	nuclear RNA binding protein
NA556	25202246	CV091458	nuclear RNA binding protein
NA556	25202246	CV091458	nuclear RNA binding protein
NA557	25202247	CV091459	fibrillarin
NA557	25202247	CV091459	fibrillarin
NA557	25202247	CV091459	fibrillarin
NA558	25202248	CV091460	dehydrin 1
NA558	25202248	CV091460	dehydrin 1
NA558	25202248	CV091460	dehydrin 1
NA56	20190900	CF811455	Low scores
NA56	20190900	CF811455	Low scores
NA56	20190900	CF811455	Low scores
NA560	25202249	CV091461	hypothetical protein F4I18.27
NA560	25202249	CV091461	hypothetical protein F4I18.27
NA560	25202249	CV091461	hypothetical protein F4I18.27
NA561	25202250	CV091462	putative ATP-dependent RNA helicase
NA561	25202250	CV091462	putative ATP-dependent RNA helicase
NA561	25202250	CV091462	putative ATP-dependent RNA helicase
NA562	25202251	CV091463	No similarity found
NA562	25202251	CV091463	No similarity found
NA562	25202251	CV091463	No similarity found
NA563	25202252	CV091464	60S RIBOSOMAL PROTEIN L6 (YL16-LIKE)
NA563	25202252	CV091464	60S RIBOSOMAL PROTEIN L6 (YL16-LIKE)
NA563	25202252	CV091464	60S RIBOSOMAL PROTEIN L6 (YL16-LIKE)
NA564	25202253	CV091465	glutelin 5
NA564	25202253	CV091465	glutelin 5
NA564	25202253	CV091465	glutelin 5
NA565	25202254	CV091466	dehydrin
